ImageName,VietnameseName,Price
624.jpeg,BÒ XÀO HÀNH CẦN,110000
624.jpeg,BÒ XÀO CHUA NGỌT,110000
624.jpeg,BÒ NƯỚNG LON,115000
624.jpeg,BÒ NƯỚNG ỐNG TRE,115000
624.jpeg,BÒ NƯỚNG LÁ LỐT,110000
624.jpeg,BÒ XÀO LĂN,115000
624.jpeg,BÒ LÚC LẮC KHOAI TÂY CHIÊN,125000
625.jpeg,BÊ HẤP SẢ,105000
625.jpeg,BÊ NƯỚNG MỌI,105000
625.jpeg,BÊ NƯỚNG MUỐI ỚT,105000
625.jpeg,BÊ NƯỚNG MẮM TIÊU,105000
625.jpeg,BÊ HẤP TÍA TÔ,115000
625.jpeg,BÊ XÀO SẢ ỚT,110000
625.jpeg,BÊ HẤP CUỘN,115000
625.jpeg,BÊ XÀO LĂN + BÁNH MÌ,115000
625.jpeg,BÊ NƯỚNG LON,115000
626.jpeg,CHẢ RAM TÔM ĐẤT,70000
626.jpeg,ĐẬU BẮP LUỘC,60000
626.jpeg,NGŨ QUẢ + KHO QUẸT,70000
626.jpeg,ĐẬU KHUÔN,60000
626.jpeg,ĐẬU NON,60000
626.jpeg,BẮP XÀO HÀNH,60000
626.jpeg,BẮP XÀO TÔM KHÔ,75000
626.jpeg,BẦU LUỘC TRỨNG,70000
626.jpeg,SALAD DẦU DẤM,60000
626.jpeg,SALAD THỊT BÒ ,85000
626.jpeg,SALAD HẢI SẢN,85000
626.jpeg,KHOAI TÂY CHIÊN,60000
626.jpeg,KHOAI LANG CHIÊN,60000
626.jpeg,RAU MUỐNG LUỘC,60000
626.jpeg,LÒNG GÀ XÀO HÀNH CẦN,65000
626.jpeg,KHỔ QUA CHÀ BÔNG,60000
626.jpeg,KHỔ QUA XÀO TRỨNG,65000
627.jpeg,CANH CẢI THỊT BÒ,75000
627.jpeg,CANH KHỔ QUA NẤU TÔM,75000
627.jpeg,CANH RAU TẬP TÀN,70000
627.jpeg,CANH TÔM RAU MUỐNG,75000
627.jpeg,LẨU HẢI SẢN,215000
627.jpeg,LẨU THẬP CẨM,225000
627.jpeg,LẨU ĐẦU CÁ HỒI,195000
627.jpeg,LẨU CUA ĐỒNG,205000
627.jpeg,LẨU CÁ KÈO,210000
627.jpeg,LẨU NẤM BÒ,225000
627.jpeg,LẨU GÀ LÁ GIANG,270000
627.jpeg,LẨU CÁ DÌA LÁ GIANG,NOT GIVEN
627.jpeg,LẨU CÁ BỚP,NOT GIVEN
628.jpeg,BA CHỈ NƯỚNG,80000
628.jpeg,BA CHỈ CHUI RƠM,80000
628.jpeg,BẸ SỮA NƯỚNG,80000
628.jpeg,CÁ KÈO NƯỚNG,70000
628.jpeg,LÒNG NƯỚNG,60000
628.jpeg,SỤN SƯỜN NƯỚNG,80000
628.jpeg,CHIM CÚT NƯỚNG,17000
628.jpeg,MỰC KHÔ NƯỚNG,100000
628.jpeg,HÀU NƯỚNG PHÔ MAI,18000
628.jpeg,HÀU NƯỚNG MỠ HÀNH,16000
628.jpeg,XÌA HẤP XẢ,70000
628.jpeg,ỐC BƯƠU NƯỚNG MẮM TIÊU,100000
628.jpeg,ỐC BƯƠU HẤP SẢ,100000
628.jpeg,ỐC BƯƠU HẤP LÁ GIANG,100000
628.jpeg,ỐC BƯƠU XÀO LÁ LỐT,100000
628.jpeg,SÒ HUYẾT NƯỚNG,95000
628.jpeg,SÒ HUYẾT RAM ME,95000
628.jpeg,SÒ HUYẾT CHIÊN TỎI,95000
628.jpeg,HÀU MÙ TẠT,16000
628.jpeg,HÀU NƯỚNG PHÔ MAI,18000
628.jpeg,HÀU NƯỚNG MỠ HÀNH,16000
629.jpeg,GỎI HẢI SẢN,70000
629.jpeg,GỎI TÔM THỊT,70000
629.jpeg,GỎI BÒ BÓP THẤU,75000
629.jpeg,GỎI DA CÁ,70000
629.jpeg,GỎI SỨA,80000
629.jpeg,GỎI BAO TỬ,75000
629.jpeg,GỎI GÀ (1/2 CON),14000
629.jpeg,GỎI TAI HEO,75000
629.jpeg,GỎI KHÔ MỰC,11000
629.jpeg,CÁ RÔ BÍ + XOÀI BẰM,80000
629.jpeg,GIÒ HEO MUỐI CHIÊN GIÒN,175000
629.jpeg,CÁ TRÊ NẤU KHẾ,125000
629.jpeg,ẾCH NẤU RAU RĂM,125000
629.jpeg,CÁ LÓC HẤP BẦU,125000
629.jpeg,GÀ TIỀM ỚT HIỂM,270000
630.jpeg,LƯƠN XÀO SẢ ỚT ,105000
630.jpeg,LƯƠN UM HOA CHUỐI,125000
630.jpeg,LƯƠN NƯỚNG MUỐI ỚT,105000
630.jpeg,LƯƠN NƯỚNG MUỐI BỘT,110000
630.jpeg,LƯƠN XÀO LĂN + BÁNH MÌ,120000
630.jpeg,LƯƠN NƯỚNG LON + BÁNH MÌ,120000
630.jpeg,ẾCH XÀO SẢ ỚT,100000
630.jpeg,ẾCH XÀO LĂN BÁNH MÌ,110000
630.jpeg,ẾCH NƯỚNG MUỐI ỚT,100000
630.jpeg,ẾCH NƯỚNG MẮM NHỈ,100000
630.jpeg,ẾCH RANG MUỐI,100000
630.jpeg,ẾCH NẰM RƠM,100000
630.jpeg,ẾCH NÚP LÙM,100000
630.jpeg,ẾCH CHIÊN BƠ,100000
630.jpeg,ẾCH NẤU RAU RĂM,125000
630.jpeg,ẾCH SAPOO,110000
631.jpeg,TÔM ĐẤT NƯỚNG,105000
631.jpeg,TÔM ĐẤT HẤP SẢ,105000
631.jpeg,TÔM ĐẤT RANG MUỐI,105000
631.jpeg,TÔM ĐẤT MÙ TẠT,120000
631.jpeg,TÔM BẠC NƯỚNG,100000
631.jpeg,TÔM BẠC HẤP SẢ,100000
631.jpeg,TÔM BẠC MÙ TẠT,120000
631.jpeg,TÔM BẠC RAM ME,100000
631.jpeg,TÔM SÚ HẤP SẢ,NOT GIVEN
631.jpeg,TÔM SÚ NƯỚNG,NOT GIVEN
631.jpeg,CUA HẤP,NOT GIVEN
631.jpeg,CUA RAM,NOT GIVEN
631.jpeg,LẨU CUA,NOT GIVEN
631.jpeg,GHẸ HẤP,NOT GIVEN
631.jpeg,GHẸ RAM ME,NOT GIVEN
631.jpeg,LẨU GHẸ,NOT GIVEN
632.jpeg,CÁ LÓC NƯỚNG,115000
632.jpeg,CÁ LÓC NẤU RAU RĂM,125000
632.jpeg,CÁ LÓC HẤP BẦU,125000
632.jpeg,CÁ LÓC UM HOA CHUỐI,125000
632.jpeg,CÁ LÓC CHIÊN XÙ,115000
632.jpeg,CÁ LÓC KHO TỘ,130000
632.jpeg,CÁ TRÊ NẤU RAU RĂM,125000
632.jpeg,CÁ TRÊ NẤU LÁ GIANG,125000
632.jpeg,CÁ TRÊ UM HOA CHUỐI,125000
632.jpeg,CÁ TRÊ NƯỚNG NGHỆ,120000
632.jpeg,CÁ TRÊN NẤU KHẾ,130000
632.jpeg,CÁ CHẠCH QUẾ NƯỚNG MUỐI ỚT,NOT GIVEN
632.jpeg,CÁ CHẠCH QUẾ NẤU LÁ GIANG,NOT GIVEN
632.jpeg,CÁ CHẠCH QUẾ CHIÊN GIÒN,NOT GIVEN
634.jpeg,BÁNH CANH CHẢ CÁ,25000
634.jpeg,BÁNH CANH CÁ DẦM,25000
634.jpeg,BÁNH CANH GIÒ HEO,30000
634.jpeg,BÁNH CANH CHẢ CUA,30000
634.jpeg,BÁNH CANH CUA,30000
634.jpeg,BÁNH CANH TÔM SÚ,45000
634.jpeg,BÁNH CANH THẬP CẨM,60000
634.jpeg,BÁNH CANH GHẸ ,65000
634.jpeg,BÁNH CANH TÔM HÙM (1/2 CON),95000
634.jpeg,CHẢ CÁ,15000
634.jpeg,CÁ DẦM THÊM,15000
634.jpeg,GIÒ HEO,25000
634.jpeg,THỊT THÊM,15000
634.jpeg,CHÉN TÔM,40000
634.jpeg,CHÉN CUA,25000
634.jpeg,QUẨY,5000
634.jpeg,BÁNH TÔM,6000
634.jpeg,MÍA LAU NƯỚC MẮT,12000
634.jpeg,NƯỚC CAM L,15000
634.jpeg,COCA COLA,15000
634.jpeg,NƯỚC SUỐI,10000
634.jpeg,KHĂN LẠNH,3000
639.jpeg,VỊT NƯỚNG LU (1/4 CON),80000
639.jpeg,VỊT NƯỚNG LU (1/2 CON),130000
639.jpeg,VỊT QUAY BẮC KINH (NGUYÊN CON),290000
639.jpeg,CHÁO VỊT,20000
639.jpeg,GỎI VỊT,75000
639.jpeg,GỎI CHÂN VỊT RÚT XƯƠNG,55000
639.jpeg,VỊT SỐT TIÊU XANH BÁNH BAO,95000
639.jpeg,VỊ CHÁY TỎI,75000
639.jpeg,VỊ RANG MUỐI,75000
639.jpeg,VỊT RANG RIỀNG,75000
639.jpeg,LƯỠI VỊT SAPO,70000
639.jpeg,LƯỠI VỊT NƯỚNG,70000
639.jpeg,VỊT ÔM SẤU,145000
639.jpeg,VỊT ÔM CHAO,145000
639.jpeg,PHỞ CUỐN VỊT,95000
639.jpeg,CHẢ ỐC NHỒI ỐNG TRE,70000
639.jpeg,DỒI SỤN NƯỚNG,70000
639.jpeg,LÒNG GÀ TRỨNG NON CHÁY TỎI,70000
639.jpeg,LẠP XƯỞNG TƯƠI ĐÀI LOAN (1 PHẦN),90000
639.jpeg,LẠP XƯỞNG TƯƠI ĐÀI LOAN (1 KG),350000
639.jpeg,GÀ NƯỚNG LU,260000
639.jpeg,BA CHỈ HEO QUAY,NOT GIVEN
654.jpeg,PIZZA BÒ,105000
654.jpeg,PIZZA MEAT,105000
654.jpeg,PIZZA HAIWAI,105000
654.jpeg,PIZZA XÚC XÍCH,105000
654.jpeg,PIZZA GÀ,105000
654.jpeg,PIZZA HẢI SẢN,115000
654.jpeg,PIZZA THẬP CẨM,115000
654.jpeg,NƯỚC KEFIR,40000
654.jpeg,NƯỚC KEFIR MIX,45000
654.jpeg,NƯỚC KOMBUCHA,50000
654.jpeg,NƯỚC KOMBUCHA MIX,55000
660.jpeg,GÀ NƯỚNG PHÔ MAI VỊ HÀN QUỐC,340000
660.jpeg,GÀ NƯỚNG MALAI,340000
660.jpeg,GÀ NƯỚNG LÁ CHUỐI,340000
660.jpeg,GÀ NƯỚNG TIÊU ĐEN,340000
660.jpeg,GÀ BÓ XÔI LÁ DỨA,380000
660.jpeg,GÀ NẤU SỮA,350000
660.jpeg,GÀ HẦM SÂM,350000
660.jpeg,GÀ TIỀM QUẢNG ĐÔNG,350000
660.jpeg,ỐC NHỒI ỐNG NỨA,160000
660.jpeg,CƠM LAM LÒNG GÀ NHỒI ỐNG NỨA,30000
666.jpeg,"BÚN CHẢ MIẾNG, CHẢ VIÊN",30000
666.jpeg,SUẤT ĐẶC BIỆT,45000
666.jpeg,BÚN NEM HẢI SẢN,50000
666.jpeg,NEM HẢI SẢN 1 CÁI,20000
666.jpeg,CHẢ THÊM,10000
666.jpeg,NƯỚC NGỌT CÁC LOẠI,15000
666.jpeg,NƯỚC SUỐI,10000
666.jpeg,BIA BIVINA LON,12000
666.jpeg,BIA TIGER LON ,20000
668.jpeg,CÁ VIÊN CHIÊN,10000
668.jpeg,TÔM VIÊN CHIÊN,10000
668.jpeg,BÒ VIÊN CHIÊN,10000
668.jpeg,PHOMAI QUE,10000
668.jpeg,XÚC XÍCH ĐỨC,10000
668.jpeg,MỰC VIÊN CHIÊN,12000
668.jpeg,CÁ VIÊN RAU CỦ CHIÊN,15000
668.jpeg,CÁ VIÊN TRỨNG CÚT CHIÊN,15000
668.jpeg,CÁ VIÊN SỐT MAYONNAISE,15000
668.jpeg,KHOAI TÂY LẮC PHOMAI,15000
668.jpeg,KHOAI TÂY LẮC XÍ MUỘI ,15000
668.jpeg,HÁ CẢO MINI (HẤP),16000
668.jpeg,HÁ CẢO TÔM THỊT (HẤP),20000
668.jpeg,COMBO CHIÊN 1,35000
668.jpeg,COMBO CHIÊN 2,40000
668.jpeg,COMBO CHIÊN 3,55000
670.jpeg,VUA NƯỚC MÍA TOPPING,20000
670.jpeg,VUA NƯỚC MÍA SẦU RIÊNG,15000
670.jpeg,VUA NƯỚC MÍA CỐT DỪA,15000
670.jpeg,VUA NƯỚC MÍA CAM TƯƠI,15000
670.jpeg,VUA NƯỚC MÍA CHANH DÂY,15000
670.jpeg,VUA NƯỚC MÍA ĐÀO,15000
670.jpeg,VUA NƯỚC MÍA TẮC MUỐI,12000
670.jpeg,VUA NƯỚC MÍA HẠT CHIA,10000
670.jpeg,VUA NƯỚC MÍA TRUYỀN THỐNG,8000
670.jpeg,VUA NƯỚC MÍA TRUYỀN THỐNG,10000
670.jpeg,VUA NƯỚC MÍA DẦM HẢI PHÒNG,20000
670.jpeg,VUA NƯỚC MÍA DẦM SẦU RIÊNG,25000
670.jpeg,SỮA CHUA MÍT,20000
670.jpeg,TRÀ TẮC TRÂN CHÂU XÍ MUỘI,17000
670.jpeg,TRÀ ĐÀO,15000
670.jpeg,TRÀ BÍ ĐAO HẠT CHIA,12000
670.jpeg,TRÀ TẮC,10000
670.jpeg,NƯỚC SẤU HÀ NỘI,15000
670.jpeg,NƯỚC ME ĐÁ DỪA KHÔ,15000
671.jpeg,CHẢ RAM TÔM ĐẤT ,45000
671.jpeg,CHẢ THỦ,50000
671.jpeg,BẮP XÀO TÉP KHÔ,35000
671.jpeg,CÁ LAO,35000
671.jpeg,NGHÊU (HẤP SẢ/ HẤP THÁI),45000
671.jpeg,SỤN GÀ CHIÊN MẮM,60000
671.jpeg,MÌ XÀO HẢI SẢN,60000
671.jpeg,CƠM CHIÊN HẢI SẢN,60000
671.jpeg,GỎI TAI HEO,60000
671.jpeg,GỎI DA CÁ,60000
671.jpeg,DẠ TRƯỜNG XÀO (CHUA NGỌT/HẤP HÀNH),85000
671.jpeg,LÒNG XÀO NGHỆ,50000
671.jpeg,CHÁO HÀU,50000
671.jpeg,CHÁO HẢI SẢN,60000
671.jpeg,LẨU HẢI SẢN,16000
671.jpeg,LẨU DÉ ĐẮNG ,16000
673.jpeg,BÒ NÉ 5 DZU,50000
673.jpeg,BÒ NÉ 5 DZU ĐẶC BIỆT,60000
673.jpeg,BÁNH MÌ BÒ KHO,40000
673.jpeg,HỦ TIẾU BÒ KHO,40000
673.jpeg,MÌ GÓI BÒ KHO,45000
673.jpeg,CƠM BÒ SỐT TIÊU ĐEN,55000
673.jpeg,BÁNH MÌ PATE XÍU MẠI,35000
673.jpeg,BÁNH MÌ,5000
673.jpeg,SALAD TRỘN,25000
673.jpeg,PHOMAI,10000
673.jpeg,BẮP THÊM,10000
673.jpeg,CƠM THÊM,10000
673.jpeg,NƯỚC NGỌT,20000
701.jpeg,MỲ PHÚ CHIÊM,30000
701.jpeg,BÚN RIÊU CUA,30000
701.jpeg,ỐP LA XÍU MẠI,30000
701.jpeg,BÒ KHO NẤM ĐÔNG CÔ,45000
701.jpeg,BÒ BÍT TẾT,65000
701.jpeg,CƠM TẤM,35000
701.jpeg,CƠM SƯỜN NON THỐ ĐẤT,35000
701.jpeg,CƠM SƯỜN NƯỚNG SỐT BBQ,35000
701.jpeg,CƠM SƯỜN CHÌA HY LẠP,35000
701.jpeg,CƠM BÒ XÀO NGŨ LIỄU,35000
701.jpeg,CƠM CHIÊN HOÀNG GIA,40000
701.jpeg,CƠM CÁ KHO TỘ MIỀN TÂY,45000
701.jpeg,CƠM GÀ QUAY QUẢNG ĐÔNG,45000
701.jpeg,CƠM GÀ NƯỚNG KIỂU NHẬT,45000
701.jpeg,BÁNH TRÁNG CUỐN THỊT HEO,45000
701.jpeg,SUSHI CÁ NGỪ TÔM MỰC,45000
701.jpeg,RAU CÂU DỪA,10000
701.jpeg,KEM FLAN,15000
701.jpeg,MOUSSE CHANH DÂY CAM,15000
701.jpeg,TRÁI CÂY,20000
702.jpeg,CAFÉ ĐEN,10000
702.jpeg,CAFÉ SỮA,12000
702.jpeg,CAFÉ ĐEN SÀI GÒN,12000
702.jpeg,CAFÉ SỮA SÀI GÒN,15000
702.jpeg,CA CAO,18000
702.jpeg,BẠC XỈU,18000
702.jpeg,SỮA NÓNG,15000
702.jpeg,YAOURT ĐÁ ,20000
702.jpeg,YAOURT DÂU TÂY,25000
702.jpeg,TRÀ GỪNG,15000
702.jpeg,TRÀ CHANH,15000
702.jpeg,CHANH TƯƠI ,15000
702.jpeg,CHANH XÍ MUỘI,20000
702.jpeg,CHANH DÂY,20000
702.jpeg,CAM VẮT,25000
702.jpeg,CAM XÍ MUỘI,25000
702.jpeg,NƯỚC ÉP CÀ RỐT CÀ CHUA,20000
702.jpeg,NƯỚC ÉP HOA QUẢ TỔNG HỢP,25000
702.jpeg,SINH TỐ DÂU XOÀI BƠ,25000
702.jpeg,SINH TỐ THẬP CẨM,30000
705.jpeg,GÀ TRE HẤP HÀNH,190000
705.jpeg,GÀ XÉ RAU RĂM,190000
705.jpeg,GÀ CHẶT LÁ CHANH,190000
705.jpeg,GÀ NẤU CHÁO,190000
705.jpeg,LẨU GÀ TRE,190000
705.jpeg,GÀ TRE TIỀM ỚT HIỂM,190000
705.jpeg,GÀ TRE HẦM SẢ,190000
705.jpeg,GÀ TRE KHÌA NƯỚC DỪA,190000
705.jpeg,GÀ TRE NẤU NẤM,190000
705.jpeg,GÀ TRE NƯỚNG MUỐI ỚT,190000
705.jpeg,GÀ TRE HẤP BIA,190000
705.jpeg,GÀ TRE HẤP RƯỢU,190000
705.jpeg,GÀ TRE NƯỚNG MỌI,190000
705.jpeg,GÀ TRE HẤP CẢI BẸ XANH,190000
705.jpeg,GÀ TRE HẤP CẢI THÌA,190000
705.jpeg,GÀ TRE XÀO SẢ ỚT,190000
705.jpeg,GÀ TRE CHIÊN NƯỚC MẮM,190000
705.jpeg,GÀ TRE NỔ MUỐI,190000
705.jpeg,GÀ TRE HẤP TỎI,190000
706.jpeg,CÁ VIÊN,6000
706.jpeg,BÒ VIÊN,6000
706.jpeg,THANH CUA,7000
706.jpeg,XÚC XÍCH,10000
706.jpeg,CHẢO XẢ,5000
706.jpeg,MAI GHẸ,20000
706.jpeg,SÒ ĐIỆP,10000
706.jpeg,PHÔ MAI QUE,10000
706.jpeg,MỰC CHIÊN GIÒN,20000
706.jpeg,CỐM XANH,10000
706.jpeg,CỐM CAM,10000
706.jpeg,ĐẶC BIỆT BÁNH TRÁNG NƯỚNG,13000
707.jpeg,BÁNH NHUNG ĐỎ,66000
707.jpeg,SÔ CÔ LA,82000
707.jpeg,DÂU,80000
707.jpeg,VANI NGUYÊN CHẤT,88000
707.jpeg,BẠC HÀ TƯƠI,99000
707.jpeg,BÁNH VỤN,77000
707.jpeg,BÁNH NGỌT NƯỚNG,99000
707.jpeg,BÁNH HỒ ĐÀO,110000
707.jpeg,BÁNH PHÔ MAI,44000
707.jpeg,BÁNH BÔNG LAN DÂU,77000
707.jpeg,CÀ PHÊ JAVA,88000
707.jpeg,BÁNH MÌ CUỘN HƯƠNG QUẾ,60000
708.jpeg,CAFÉ ĐEN ĐÁ,15000
708.jpeg,CAFE ĐEN NÓNG,15000
708.jpeg,CAFÉ SỮA NÓNG,16000
708.jpeg,BẠC XỈU NÓNG ĐÁ,16000
708.jpeg,CAFÉ CỘI NGUỒN,18000
708.jpeg,CAFÉ SỮA ĐÁ,18000
708.jpeg,BẠC XỈU ĐÁ,18000
708.jpeg,CACAO SỮA NÓNG,18000
708.jpeg,CACAO SỮA ĐÁ,20000
708.jpeg,CAFÉ SỮA TƯƠI,20000
708.jpeg,CAFÉ RUM,20000
729.jpeg,CAFE ĐEN,8000
729.jpeg,CAFE SỮA,10000
729.jpeg,CAFE ĐEN SÀI GÒN,12000
729.jpeg,CAFE SỮA SÀI GÒN,14000
729.jpeg,SỮA NÓNG,16000
729.jpeg,SỮA ĐÁ ĐẬP,16000
729.jpeg,SỮA SOCOLA,18000
729.jpeg,BẠC XỈU,16000
729.jpeg,CA CAO NÓNG / ĐÁ,18000
729.jpeg,ĐÁ ME SỮA,18000
729.jpeg,SỮA YOMOST,12000
729.jpeg,SỮA HÀ LAN,12000
731.jpeg,SÀI GÒN CHILL CHAI,19000
731.jpeg,SÀI GÒN CHILL LON,20000
731.jpeg,SÀI GÒN SPECIAL CHAI,18000
731.jpeg,SÀI GÒN SPECIAL LON,19000
731.jpeg,SÀI GÒN LAGER CHAI,12000
731.jpeg,SÀI GÒN LAGER LON,16000
731.jpeg,SÀI GÒN ĐỎ CHAI,13000
731.jpeg,SÀI GÒN ĐỎ LON,16000
731.jpeg,SÀI GÒN 333 LON,16000
731.jpeg,LẠC VIỆT LON,16000
731.jpeg,LẠC VIỆT CHAI,13000
731.jpeg,HEINEKEN CHAI,22000
731.jpeg,HEINEKEN LON,23000
731.jpeg,TIGER NÂU CHAI,18000
731.jpeg,TIGER NÂU LON,19000
731.jpeg,LARUE,13000
731.jpeg,RƯỢU,NOT GIVEN
731.jpeg,NƯỚC SUỐI,12000
731.jpeg,NƯỚC NGỌT,18000
734.jpeg,KEM TRÁI DỪA,60000
734.jpeg,KEM TRÁI DỪA SẦU RIÊNG,60000
734.jpeg,KEM PHI THUYỀN,50000
734.jpeg,THẠCH RAU CÂU DỪA XIÊM,45000
734.jpeg,THẠCH RAU CÂU SẦU RIÊNG,45000
734.jpeg,DỪA NƯỚC,30000
734.jpeg,CHÈ SẦU BÀ LIÊN ĐÀ NẴNG,35000
734.jpeg,KEM LY,35000
734.jpeg,KEM LY SOCOLA,40000
734.jpeg,HƯỚNG DƯƠNG,15000
735.jpeg,THỊT XIÊN NẤM,20000
735.jpeg,THỊT XIÊN SUSU,20000
735.jpeg,THỊT XIÊN CẢI,20000
735.jpeg,THỊT XIÊN CỦ QUẢ,20000
735.jpeg,THỊT XIÊN LỢN RỪNG,20000
735.jpeg,THỊT XIÊN BÒ,20000
735.jpeg,CHIM CU XANH,50000
735.jpeg,CÁNH GÀ,30000
735.jpeg,GÀ,300000
735.jpeg,BA CHỈ NƯỚNG,50000
735.jpeg,CƠM LAM,20000
735.jpeg,CHÂN GÀ,20000
735.jpeg,SUSU XÀO,50000
736.jpeg,LẨU THÁI,150000 -280000
736.jpeg,LẨU NẤM,150000 -280000
736.jpeg,GỎI XOÀI,40000
736.jpeg,GỎI HOA CHUỐI,40000
736.jpeg,CHẢ RAM,35000
736.jpeg,BÚN CARI,35000
736.jpeg,BÁNH MÌ CARI,35000
736.jpeg,BÚN THÁI,30000
736.jpeg,BÚN HUẾ,30000
736.jpeg,BÁNH CANH,30000
736.jpeg,CƠM CHIÊN DƯƠNG CHÂU,40000
736.jpeg,CƠM BÒ LÚC LẮC,40000
736.jpeg,CƠM THỐ,40000
736.jpeg,BÁNH BỘT LỌC,20000
736.jpeg,MÌ UDON NHẬT BẢN,35000
736.jpeg,COMBO CƠM HOAN HỶ,45000
737.jpeg,CƠM ĐẬU HỦ KHO XẢ ỚT,44000
737.jpeg,SHASHUKA NẤM VÀ RAU CỦ,44000
737.jpeg,CƠM CẢI THÌA SỐT NẤM ĐÔNG CÔ,44000
737.jpeg,CƠM CHIÊN RAU CỦ,58000
737.jpeg,SALAD DẦU GIẤM,28000
737.jpeg,MÌ Ý SỐT CAY,52000
737.jpeg,MÌ Ý SỐT PESTO,55000
737.jpeg,MÌ TRỘN CHAY SANTORINO,47000
737.jpeg,BÁNH MÌ PHÔ MAI MARGHERITA,40000
737.jpeg,SOUP RAU CỦ BÁNH MÌ,43000
737.jpeg,KHOAI TÂY NGHIỀN,35000
737.jpeg,KHOAI LANG LẮC PHÔ MAI,32000
737.jpeg,KHOAI TÂY CHIÊN SỐT PHÔ MAI,40000
738.jpeg,CÁ BỚP KHO TỘ,120000
738.jpeg,CÁ CHIÊN SỐT CÀ,120000
738.jpeg,BA CHỈ CHÁY CẠNH,120000
738.jpeg,TÔM RIM THỊT,120000
738.jpeg,BÒ XÀO HÀNH CẦN,120000
738.jpeg,MỰC XÀO THƠM CÀ,170000
738.jpeg,TRỨNG CHIÊN,40000
738.jpeg,CANH CHUA CÁ BỚP,12000
738.jpeg,CANH CHUA NGHÊU,12000
738.jpeg,CANH HÀU CẢI,12000
738.jpeg,CANH TÔM CẢI,12000
738.jpeg,CANH CẢI THỊT BĂM,12000
738.jpeg,CANH THỊT BÒ LÁ GIANG,12000
738.jpeg,CANH RONG BIỂN,12000
769.jpeg,BÚN HUẾ,40000
769.jpeg,BÚN THÁI,40000
769.jpeg,BÚN TỪ BI,40000
769.jpeg,BÚN RÊU,45000
769.jpeg,BÚN CHẢ GIÒ,45000
769.jpeg,BÚN MẮM,45000
769.jpeg,BÁNH CANH,45000
769.jpeg,BÁNH BỘT LỌC,35000
769.jpeg,BÁNH CUỐN NÓNG,49000
769.jpeg,MIÌ XÀO GIÒN,49000
769.jpeg,MÌ XÀO MỀM,49000
769.jpeg,MÌ SỐT NẤM,40000
769.jpeg,MÌ NHẬT BẢN,45000
769.jpeg,MÌ BỒ ĐỀ,45000
769.jpeg,TOKBOKKI HÀN QUỐC,55000
770.jpeg,CƠM VĂN PHÒNG KIỂU NHẬT BẢN,49000
770.jpeg,COMBO CƠM TÔ (CƠM TÔ + CANH RONG BIỂN NHẬT BẢN),40000
770.jpeg,CƠM BÒ LÚC LẮC KHOAI TÂY CHIÊN,49000
770.jpeg,CƠM XÀO CHUA NGỌT,49000
770.jpeg,CƠM GÀ CHAY XỐT NẤM,49000
770.jpeg,CƠM CHIÊN DƯƠNG CHÂU,49000
770.jpeg,CƠM CHIÊN SA TẾ,49000
770.jpeg,CƠM CHIÊN CÁ MẶN,49000
770.jpeg,CƠM CHIÊN NẤM BÀO NGƯ,49000
770.jpeg,CƠM THỐ,49000
771.jpeg,CẢI XÀO NẤM ĐÔNG CÔ,49000
771.jpeg,ĐẬU VE XÀO NẤM,49000
771.jpeg,RAU NẤM XÀO THẬP CẨM,49000
771.jpeg,MĂNG XÀO GIÁ,49000
771.jpeg,SALAD XỐT GÀ,49000
771.jpeg,SALAD HOAN HỈ,49000
771.jpeg,RAU DỀN LUỘC,45000
771.jpeg,RAU MUỐNG XÀO CHAO,49000
771.jpeg,RAU MUỐNG XÀO TỎI,49000
771.jpeg,RAU CỦ LUỘC THẬP CẨM,55000
771.jpeg,CÀ TÍM XỐT NẤM,49000
771.jpeg,KHỔ QUA XÀO NẤM,45000
771.jpeg,BÔNG THIÊN LÝ XÀO NẤP BÀO NGƯ,55000
771.jpeg,CANH RAU CÚC (TẦN Ô),45000
771.jpeg,CANH RONG BIỂN NHẬT BẢN,49000
771.jpeg,CANH TƯƠNG MISO NHẬT BẢN,49000
771.jpeg,CANH RAU DỀN,45000
771.jpeg,CANH CHUA LÁ GIANG,49000
771.jpeg,CANH KHỔ QUA,45000
771.jpeg,CANH RONG BIỂN VIỆT NAM,45000
771.jpeg,CANH RAU NGÓT,45000
771.jpeg,CANH NẤM CẢI XANH,45000
771.jpeg,CANH CỦ QUẢ,49000
772.jpeg,GỎI XOÀI,45000
772.jpeg,GỎI THÁI,45000
772.jpeg,GỎI HOA CHUỐI,45000
772.jpeg,NẤM XÚC BÁNH TRÁNG (BÁNH ĐA),45000
772.jpeg,CHẢ GIÒ RẾ,49000
772.jpeg,NẤM HẤP XẢ,49000
772.jpeg,NẤM BÀO NGƯ LĂN BỘT,55000
772.jpeg,ĐẬU HỦ CHIÊN XÙ,55000
772.jpeg,NẤM KIM CHÂM CUỘN RONG BIỂN,55000
772.jpeg,SÚP RONG BIỂN,35000
772.jpeg,SÚP CUA,40000
772.jpeg,CHÁO NẤM BÀO NGƯ,40000
772.jpeg,SALAD THỰC DƯỠNG,45000
781.jpeg,ỐC BIỂN XÀO,30000
781.jpeg,ỐC BIỂN LUỘC,30000
781.jpeg,LẠC LUỘC,10000
781.jpeg,ĐẬU PHỘNG RANG,10000
781.jpeg,BÁNH ĐA,5000
781.jpeg,NEM CHUA,30000
781.jpeg,NEM RÁN,5000
